date,nav_cents,cash_cents,status,sector_exposure,split,candidate_id
20260320,100000000,100000000,OK,{},validation,F0_BALANCED
20260323,100000000,100000000,OK,{},validation,F0_BALANCED
20260324,100000000,100000000,OK,{},validation,F0_BALANCED
20260325,100000000,100000000,OK,{},validation,F0_BALANCED
20260326,100000000,100000000,OK,{},validation,F0_BALANCED
20260327,100000000,100000000,OK,{},validation,F0_BALANCED
20251225,100000000,100000000,OK,{},validation,F1_TREND
20251226,100000000,100000000,OK,{},validation,F1_TREND
20251229,100000000,100000000,OK,{},validation,F1_TREND
20251230,100000000,100000000,OK,{},validation,F1_TREND
20251231,100000000,100000000,OK,{},validation,F1_TREND
20260101,100000000,100000000,OK,{},validation,F1_TREND
20260102,100000000,100000000,OK,{},validation,F1_TREND
20260105,100000000,100000000,OK,{},validation,F1_TREND
20260106,100000000,100000000,OK,{},validation,F1_TREND
20260107,100000000,100000000,OK,{},validation,F1_TREND
20260108,100000000,100000000,OK,{},validation,F1_TREND
20260109,100000000,100000000,OK,{},validation,F1_TREND
20260112,100000000,100000000,OK,{},validation,F1_TREND
20260113,100000000,100000000,OK,{},validation,F1_TREND
20260114,100000000,100000000,OK,{},validation,F1_TREND
20260115,100000000,100000000,OK,{},validation,F1_TREND
20260116,100000000,100000000,OK,{},validation,F1_TREND
20260119,100000000,100000000,OK,{},validation,F1_TREND
20260120,100000000,100000000,OK,{},validation,F1_TREND
20260121,100000000,100000000,OK,{},validation,F1_TREND
20260122,100000000,100000000,OK,{},validation,F1_TREND
20260123,100000000,100000000,OK,{},validation,F1_TREND
20260126,100000000,100000000,OK,{},validation,F1_TREND
20260127,100000000,100000000,OK,{},validation,F1_TREND
20260128,100000000,100000000,OK,{},validation,F1_TREND
20260129,100000000,100000000,OK,{},validation,F1_TREND
20260130,100000000,100000000,OK,{},validation,F1_TREND
20260202,100000000,100000000,OK,{},validation,F1_TREND
20260203,100000000,100000000,OK,{},validation,F1_TREND
20260204,100000000,100000000,OK,{},validation,F1_TREND
20260205,100000000,100000000,OK,{},validation,F1_TREND
20260206,100000000,100000000,OK,{},validation,F1_TREND
20260209,100000000,100000000,OK,{},validation,F1_TREND
20260210,100000000,100000000,OK,{},validation,F1_TREND
20260211,100000000,100000000,OK,{},validation,F1_TREND
20260212,100000000,100000000,OK,{},validation,F1_TREND
20260213,100000000,100000000,OK,{},validation,F1_TREND
20260216,100000000,100000000,OK,{},validation,F1_TREND
20260217,100000000,100000000,OK,{},validation,F1_TREND
20260218,100000000,100000000,OK,{},validation,F1_TREND
20260219,100000000,100000000,OK,{},validation,F1_TREND
20260220,100000000,100000000,OK,{},validation,F1_TREND
20260223,100000000,100000000,OK,{},validation,F1_TREND
20260224,100000000,100000000,OK,{},validation,F1_TREND
20260225,100000000,100000000,OK,{},validation,F1_TREND
20260226,100000000,100000000,OK,{},validation,F1_TREND
20260227,100000000,100000000,OK,{},validation,F1_TREND
20260302,100000000,100000000,OK,{},validation,F1_TREND
20260303,100000000,100000000,OK,{},validation,F1_TREND
20260304,100000000,100000000,OK,{},validation,F1_TREND
20260305,100000000,100000000,OK,{},validation,F1_TREND
20260306,100000000,100000000,OK,{},validation,F1_TREND
20260309,100000000,100000000,OK,{},validation,F1_TREND
20260310,100000000,100000000,OK,{},validation,F1_TREND
20260311,100000000,100000000,OK,{},validation,F1_TREND
20260312,100000000,100000000,OK,{},validation,F1_TREND
20260313,100000000,100000000,OK,{},validation,F1_TREND
20260316,100000000,100000000,OK,{},validation,F1_TREND
20260317,100000000,100000000,OK,{},validation,F1_TREND
20260318,100000000,100000000,OK,{},validation,F1_TREND
20260319,100000000,100000000,OK,{},validation,F1_TREND
20260320,100000000,100000000,OK,{},validation,F1_TREND
20260323,100000000,100000000,OK,{},validation,F1_TREND
20260324,100000000,100000000,OK,{},validation,F1_TREND
20260325,100000000,100000000,OK,{},validation,F1_TREND
20260326,100000000,100000000,OK,{},validation,F1_TREND
20260327,100000000,100000000,OK,{},validation,F1_TREND
20251225,100000000,100000000,OK,{},validation,F2_STRUCTURE
20251226,100000000,100000000,OK,{},validation,F2_STRUCTURE
20251229,100000000,100000000,OK,{},validation,F2_STRUCTURE
20251230,100000000,100000000,OK,{},validation,F2_STRUCTURE
20251231,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260101,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260102,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260105,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260106,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260107,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260108,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260109,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260112,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260113,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260114,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260115,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260116,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260119,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260120,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260121,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260122,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260123,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260126,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260127,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260128,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260129,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260130,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260202,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260203,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260204,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260205,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260206,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260209,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260210,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260211,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260212,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260213,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260216,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260217,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260218,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260219,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260220,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260223,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260224,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260225,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260226,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260227,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260302,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260303,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260304,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260305,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260306,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260309,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260310,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260311,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260312,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260313,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260316,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260317,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260318,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260319,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260320,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260323,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260324,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260325,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260326,100000000,100000000,OK,{},validation,F2_STRUCTURE
20260327,100000000,100000000,OK,{},validation,F2_STRUCTURE
20251225,100000000,100000000,OK,{},validation,M0_MOMENTUM
20251226,114318294,100000000,OK,{'DEMO_TECHNICAL': 0.1252493673497262},validation,M0_MOMENTUM
20251229,114243196,100000000,OK,{'DEMO_TECHNICAL': 0.12467434822114046},validation,M0_MOMENTUM
20251230,100000000,100000000,OK,{},validation,M0_MOMENTUM
20251231,120250187,100000000,OK,{'DEMO_TECHNICAL': 0.16840046161425096},validation,M0_MOMENTUM
20260101,120060063,90590100,OK,{'DEMO_TECHNICAL': 0.24546016605038762},validation,M0_MOMENTUM
20260102,119760131,104424991,OK,{'DEMO_TECHNICAL': 0.12804879112899434},validation,M0_MOMENTUM
20260105,119606857,111162939,OK,{'DEMO_TECHNICAL': 0.07059727353257013},validation,M0_MOMENTUM
20260106,119437675,119437675,OK,{},validation,M0_MOMENTUM
20260107,119437675,119437675,OK,{},validation,M0_MOMENTUM
20260108,119490480,104320590,OK,{'DEMO_TECHNICAL': 0.12695480008114454},validation,M0_MOMENTUM
20260109,119368329,90375869,OK,{'DEMO_TECHNICAL': 0.24288234779595516},validation,M0_MOMENTUM
20260112,119536994,97409024,OK,{'DEMO_TECHNICAL': 0.18511399073662502},validation,M0_MOMENTUM
20260113,119165810,101380127,OK,{'DEMO_TECHNICAL': 0.1492515596545687},validation,M0_MOMENTUM
20260114,119575610,89713111,OK,{'DEMO_TECHNICAL': 0.24973737537278715},validation,M0_MOMENTUM
20260115,119329748,89713111,OK,{'DEMO_TECHNICAL': 0.24819156577788132},validation,M0_MOMENTUM
20260116,119143901,111496190,OK,{'DEMO_TECHNICAL': 0.0641888584796296},validation,M0_MOMENTUM
20260119,119305103,119305103,OK,{},validation,M0_MOMENTUM
20260120,119403151,89916796,OK,{'DEMO_TECHNICAL': 0.2469478799600523},validation,M0_MOMENTUM
20260121,119280630,89916796,OK,{'DEMO_TECHNICAL': 0.24617437047406607},validation,M0_MOMENTUM
20260122,119259169,111378998,OK,{'DEMO_TECHNICAL': 0.06607601802088693},validation,M0_MOMENTUM
20260123,119063574,110619782,OK,{'DEMO_TECHNICAL': 0.0709183482095036},validation,M0_MOMENTUM
20260126,118996700,89797129,OK,{'DEMO_TECHNICAL': 0.24538135091141183},validation,M0_MOMENTUM
20260127,119227361,89295624,OK,{'DEMO_TECHNICAL': 0.25104755107344867},validation,M0_MOMENTUM
20260128,119143701,89295624,OK,{'DEMO_TECHNICAL': 0.2505216536793666},validation,M0_MOMENTUM
20260129,118865005,118382145,OK,{'DEMO_TECHNICAL': 0.004062255329060054},validation,M0_MOMENTUM
20260130,118931522,100857213,OK,{'DEMO_TECHNICAL': 0.15197240139582172},validation,M0_MOMENTUM
20260202,118947673,100857213,OK,{'DEMO_TECHNICAL': 0.15208754861475937},validation,M0_MOMENTUM
20260203,119057359,119057359,OK,{},validation,M0_MOMENTUM
20260204,119057359,119057359,OK,{},validation,M0_MOMENTUM
20260205,119138221,95445241,OK,{'DEMO_TECHNICAL': 0.19886968095654206},validation,M0_MOMENTUM
20260206,119709035,95445241,OK,{'DEMO_TECHNICAL': 0.20268974685160565},validation,M0_MOMENTUM
20260209,119215989,105629329,OK,{'DEMO_TECHNICAL': 0.11396675994526204},validation,M0_MOMENTUM
20260210,119126857,105629329,OK,{'DEMO_TECHNICAL': 0.11330382031316415},validation,M0_MOMENTUM
20260211,119229773,89289108,OK,{'DEMO_TECHNICAL': 0.25111735304570276},validation,M0_MOMENTUM
20260212,118598803,98866944,OK,{'DEMO_TECHNICAL': 0.1663748579317449},validation,M0_MOMENTUM
20260213,118895757,97180590,OK,{'DEMO_TECHNICAL': 0.1826403864016779},validation,M0_MOMENTUM
20260216,118867357,101478584,OK,{'DEMO_TECHNICAL': 0.1462872014559893},validation,M0_MOMENTUM
20260217,119402424,95321696,OK,{'DEMO_TECHNICAL': 0.20167704468043296},validation,M0_MOMENTUM
20260218,119009185,96061401,OK,{'DEMO_TECHNICAL': 0.19282363794021445},validation,M0_MOMENTUM
20260219,119195008,113802220,OK,{'DEMO_TECHNICAL': 0.0452434048244705},validation,M0_MOMENTUM
20260220,118979023,118979023,OK,{},validation,M0_MOMENTUM
20260223,119034542,101870521,OK,{'DEMO_TECHNICAL': 0.14419361566493866},validation,M0_MOMENTUM
20260224,119106183,101870521,OK,{'DEMO_TECHNICAL': 0.1447083733679888},validation,M0_MOMENTUM
20260225,119180427,114067122,OK,{'DEMO_TECHNICAL': 0.04290389897663313},validation,M0_MOMENTUM
20260226,119095894,89862422,OK,{'DEMO_TECHNICAL': 0.24546162775351432},validation,M0_MOMENTUM
20260227,119040605,89862422,OK,{'DEMO_TECHNICAL': 0.2451111786604243},validation,M0_MOMENTUM
20260302,118828611,97969950,OK,{'DEMO_TECHNICAL': 0.17553567970259285},validation,M0_MOMENTUM
20260303,118932962,102826013,OK,{'DEMO_TECHNICAL': 0.13542880568298635},validation,M0_MOMENTUM
20260304,118810869,99576675,OK,{'DEMO_TECHNICAL': 0.16188917867438543},validation,M0_MOMENTUM
20260305,118513557,95081474,OK,{'DEMO_TECHNICAL': 0.19771647728031655},validation,M0_MOMENTUM
20260306,118647851,89049684,OK,{'DEMO_TECHNICAL': 0.24946231010960324},validation,M0_MOMENTUM
20260309,118885257,100321946,OK,{'DEMO_TECHNICAL': 0.1561447690692211},validation,M0_MOMENTUM
20260310,118881326,106760881,OK,{'DEMO_TECHNICAL': 0.10195415384246304},validation,M0_MOMENTUM
20260311,118597367,96782314,OK,{'DEMO_TECHNICAL': 0.18394213591605285},validation,M0_MOMENTUM
20260312,118339106,101306116,OK,{'DEMO_TECHNICAL': 0.14393373902959855},validation,M0_MOMENTUM
20260313,118402756,118402756,OK,{},validation,M0_MOMENTUM
20260316,118464985,100134095,OK,{'DEMO_TECHNICAL': 0.15473677728486607},validation,M0_MOMENTUM
20260317,118169572,100134095,OK,{'DEMO_TECHNICAL': 0.15262369741002363},validation,M0_MOMENTUM
20260318,118346972,100134095,OK,{'DEMO_TECHNICAL': 0.15389389937243178},validation,M0_MOMENTUM
20260319,118259334,100134095,OK,{'DEMO_TECHNICAL': 0.15326687870574343},validation,M0_MOMENTUM
20260320,118278666,100134095,OK,{'DEMO_TECHNICAL': 0.15340527259582046},validation,M0_MOMENTUM
20260323,118468932,118468932,OK,{},validation,M0_MOMENTUM
20260324,118468932,118468932,OK,{},validation,M0_MOMENTUM
20260325,118468932,118468932,OK,{},validation,M0_MOMENTUM
20260326,118468932,118468932,OK,{},validation,M0_MOMENTUM
20260327,118468932,118468932,OK,{},validation,M0_MOMENTUM
20251225,100000000,100000000,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20251226,114318294,100000000,OK,{'DEMO_TECHNICAL': 0.1252493673497262},validation,LEGACY_SIGNAL_EXEC_V2
20251229,114243196,100000000,OK,{'DEMO_TECHNICAL': 0.12467434822114046},validation,LEGACY_SIGNAL_EXEC_V2
20251230,100000000,100000000,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20251231,114052177,100000000,OK,{'DEMO_TECHNICAL': 0.1232083189433552},validation,LEGACY_SIGNAL_EXEC_V2
20260101,113950467,85935642,OK,{'DEMO_TECHNICAL': 0.24585090116392413},validation,LEGACY_SIGNAL_EXEC_V2
20260102,113685855,93777270,OK,{'DEMO_TECHNICAL': 0.17511927935097996},validation,LEGACY_SIGNAL_EXEC_V2
20260105,113451007,105580201,OK,{'DEMO_TECHNICAL': 0.0693762550736989},validation,LEGACY_SIGNAL_EXEC_V2
20260106,113293164,113293164,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260107,113293164,113293164,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260108,113341117,98669432,OK,{'DEMO_TECHNICAL': 0.12944715376327198},validation,LEGACY_SIGNAL_EXEC_V2
20260109,113310178,90968445,OK,{'DEMO_TECHNICAL': 0.19717322304444707},validation,LEGACY_SIGNAL_EXEC_V2
20260112,113314294,85184652,OK,{'DEMO_TECHNICAL': 0.24824442713290876},validation,LEGACY_SIGNAL_EXEC_V2
20260113,113225736,95881548,OK,{'DEMO_TECHNICAL': 0.15318238249296962},validation,LEGACY_SIGNAL_EXEC_V2
20260114,112951807,90669533,OK,{'DEMO_TECHNICAL': 0.19727239954647205},validation,LEGACY_SIGNAL_EXEC_V2
20260115,113134559,95828957,OK,{'DEMO_TECHNICAL': 0.15296477179886298},validation,LEGACY_SIGNAL_EXEC_V2
20260116,112845041,85314169,OK,{'DEMO_TECHNICAL': 0.24397059681160468},validation,LEGACY_SIGNAL_EXEC_V2
20260119,113205642,102365945,OK,{'DEMO_TECHNICAL': 0.09575226824825568},validation,LEGACY_SIGNAL_EXEC_V2
20260120,113213014,90853340,OK,{'DEMO_TECHNICAL': 0.19750091628158578},validation,LEGACY_SIGNAL_EXEC_V2
20260121,113197134,90853340,OK,{'DEMO_TECHNICAL': 0.19738833670470846},validation,LEGACY_SIGNAL_EXEC_V2
20260122,113197292,107151627,OK,{'DEMO_TECHNICAL': 0.053408212274194684},validation,LEGACY_SIGNAL_EXEC_V2
20260123,113186789,107496407,OK,{'DEMO_TECHNICAL': 0.05027425948093642},validation,LEGACY_SIGNAL_EXEC_V2
20260126,113167623,85464979,OK,{'DEMO_TECHNICAL': 0.24479301822925095},validation,LEGACY_SIGNAL_EXEC_V2
20260127,113381200,85502099,OK,{'DEMO_TECHNICAL': 0.24588821603581545},validation,LEGACY_SIGNAL_EXEC_V2
20260128,113311379,85502099,OK,{'DEMO_TECHNICAL': 0.24542354214928405},validation,LEGACY_SIGNAL_EXEC_V2
20260129,113099622,103969532,OK,{'DEMO_TECHNICAL': 0.080726087661018},validation,LEGACY_SIGNAL_EXEC_V2
20260130,113270668,95502548,OK,{'DEMO_TECHNICAL': 0.15686426427713837},validation,LEGACY_SIGNAL_EXEC_V2
20260202,113259312,95987800,OK,{'DEMO_TECHNICAL': 0.15249529327884315},validation,LEGACY_SIGNAL_EXEC_V2
20260203,113177970,103998506,OK,{'DEMO_TECHNICAL': 0.08110645561145866},validation,LEGACY_SIGNAL_EXEC_V2
20260204,113008003,113008003,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260205,113054819,99883436,OK,{'DEMO_TECHNICAL': 0.1165043924399189},validation,LEGACY_SIGNAL_EXEC_V2
20260206,113491011,99883436,OK,{'DEMO_TECHNICAL': 0.11990002450502446},validation,LEGACY_SIGNAL_EXEC_V2
20260209,113339551,102074918,OK,{'DEMO_TECHNICAL': 0.09938836796697739},validation,LEGACY_SIGNAL_EXEC_V2
20260210,113240947,102074918,OK,{'DEMO_TECHNICAL': 0.09860416479915167},validation,LEGACY_SIGNAL_EXEC_V2
20260211,113253344,96018580,OK,{'DEMO_TECHNICAL': 0.1521788531030042},validation,LEGACY_SIGNAL_EXEC_V2
20260212,113183374,85387885,OK,{'DEMO_TECHNICAL': 0.24557925795709182},validation,LEGACY_SIGNAL_EXEC_V2
20260213,113362326,94980075,OK,{'DEMO_TECHNICAL': 0.1621548502806832},validation,LEGACY_SIGNAL_EXEC_V2
20260216,112991295,85325183,OK,{'DEMO_TECHNICAL': 0.24485171180664847},validation,LEGACY_SIGNAL_EXEC_V2
20260217,113534160,97770798,OK,{'DEMO_TECHNICAL': 0.1388424593972422},validation,LEGACY_SIGNAL_EXEC_V2
20260218,112970119,95418750,OK,{'DEMO_TECHNICAL': 0.15536293274153318},validation,LEGACY_SIGNAL_EXEC_V2
20260219,113126173,101055223,OK,{'DEMO_TECHNICAL': 0.10670342397245242},validation,LEGACY_SIGNAL_EXEC_V2
20260220,112953378,112953378,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260223,113011140,95525776,OK,{'DEMO_TECHNICAL': 0.15472248134122},validation,LEGACY_SIGNAL_EXEC_V2
20260224,113103897,95525776,OK,{'DEMO_TECHNICAL': 0.15541569712668699},validation,LEGACY_SIGNAL_EXEC_V2
20260225,113190026,108281253,OK,{'DEMO_TECHNICAL': 0.043367540175315446},validation,LEGACY_SIGNAL_EXEC_V2
20260226,113108847,85604925,OK,{'DEMO_TECHNICAL': 0.2431633132994451},validation,LEGACY_SIGNAL_EXEC_V2
20260227,113242136,89751287,OK,{'DEMO_TECHNICAL': 0.20743911965772174},validation,LEGACY_SIGNAL_EXEC_V2
20260302,113050743,107695940,OK,{'DEMO_TECHNICAL': 0.047366367154260985},validation,LEGACY_SIGNAL_EXEC_V2
20260303,113057403,113057403,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260304,113150857,84896277,OK,{'DEMO_TECHNICAL': 0.24970716748526262},validation,LEGACY_SIGNAL_EXEC_V2
20260305,112770339,84896277,OK,{'DEMO_TECHNICAL': 0.2471754740402084},validation,LEGACY_SIGNAL_EXEC_V2
20260306,112890564,107301568,OK,{'DEMO_TECHNICAL': 0.04950808820478565},validation,LEGACY_SIGNAL_EXEC_V2
20260309,112877967,104482878,OK,{'DEMO_TECHNICAL': 0.07437314139436972},validation,LEGACY_SIGNAL_EXEC_V2
20260310,112912047,104661986,OK,{'DEMO_TECHNICAL': 0.0730662601484853},validation,LEGACY_SIGNAL_EXEC_V2
20260311,112805775,93260200,OK,{'DEMO_TECHNICAL': 0.17326750337028402},validation,LEGACY_SIGNAL_EXEC_V2
20260312,112537330,93260200,OK,{'DEMO_TECHNICAL': 0.1712954270374106},validation,LEGACY_SIGNAL_EXEC_V2
20260313,112761790,112761790,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260316,112840051,89074249,OK,{'DEMO_TECHNICAL': 0.2106149526642805},validation,LEGACY_SIGNAL_EXEC_V2
20260317,112719415,89074249,OK,{'DEMO_TECHNICAL': 0.20977012700074782},validation,LEGACY_SIGNAL_EXEC_V2
20260318,113033760,89074249,OK,{'DEMO_TECHNICAL': 0.21196774308843658},validation,LEGACY_SIGNAL_EXEC_V2
20260319,112943603,89074249,OK,{'DEMO_TECHNICAL': 0.2113386979517556},validation,LEGACY_SIGNAL_EXEC_V2
20260320,112819563,89074249,OK,{'DEMO_TECHNICAL': 0.21047160056806816},validation,LEGACY_SIGNAL_EXEC_V2
20260323,112912725,112912725,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260324,112912725,112912725,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260325,112912725,112912725,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260326,112912725,112912725,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
20260327,112912725,112912725,OK,{},validation,LEGACY_SIGNAL_EXEC_V2
